student_id,student_name,grade,school_name,reading_score,math_score,school_type,school_budget
120317783,Shari Carr,10th,Dixon High School,64.9,61.7,Charter,870334
24914826,Jessica Chaney,10th,Campos High School,81.6,58.4,Public,957299
69436725,Mark Vasquez,9th,Sullivan High School,71.5,39.6,Public,961125
51503909,George Smith,11th,Sullivan High School,,67.6,Public,961125
106031892,Justin Morrison,11th,Green High School,90.9,54.4,Charter,832670
63407640,Jamie Carter,10th,Green High School,57.2,73,Charter,832670
39139625,Laura Hanson,10th,Turner High School,64.2,73.1,Public,956438
91970660,Daniel Meyer,9th,Wagner High School,54.4,57.6,Public,846745
31239879,Donald Richards,11th,Fisher High School,35.1,56.2,Public,817615
86850795,Susan Perez,10th,Woods High School,83,78.7,Public,912243
45549173,Michael Hernandez,9th,Turner High School,80.1,74.9,Public,956438
66819060,April Martin,9th,Wagner High School,77.7,62.7,Public,846745
126456978,Lisa Mcdaniel,9th,Silva High School,73.9,83.5,Public,991918
111094471,Tammy Smith,9th,Green High School,63.1,71,Charter,832670
38272185,Matthew Ramirez,12th,Silva High School,36.2,64.2,Public,991918
110720034,Kathryn Aguilar,10th,Wagner High School,51.4,52.8,Public,846745
116851871,Joseph Gordon,11th,Bowers High School,,49.7,Public,848324
37049649,Sara Estrada,10th,Woods High School,62.7,49.2,Public,912243
106319158,Meredith Walker,10th,Montgomery High School,29.6,45.7,Charter,893368
33906980,Dustin Compton,10th,Silva High School,61.7,20.4,Public,991918
77848622,Gwendolyn Miller,12th,Montgomery High School,73.8,43.7,Charter,893368
117776476,Danny Richards,10th,Wagner High School,58.9,65.6,Public,846745
69045747,John Williams,10th,Dixon High School,85.1,72.9,Charter,870334
56022016,Joseph Kidd,9th,Silva High School,59.7,69.3,Public,991918
68982102,Stacey Bowen,10th,Fisher High School,68.8,54,Public,817615
30448768,Hayley Murphy,9th,Green High School,73.2,60.7,Charter,832670
73599593,Stephanie Frank,9th,Fisher High School,94.7,92.4,Public,817615
42573427,Bryan Alexander,10th,Wagner High School,78.2,72.2,Public,846745
120748624,Vanessa Bailey,10th,Turner High School,85.3,65.4,Public,956438
33045184,Megan Russell,9th,Wagner High School,87.4,68.9,Public,846745
114719892,Laura Nelson,9th,Wagner High School,68,87.6,Public,846745
91525374,Jeffrey Marsh,12th,Green High School,96.9,56.5,Charter,832670
12386220,Lisa Campbell,12th,Woods High School,84.9,76.1,Public,912243
101037875,Jeff Collins,11th,Montgomery High School,80.8,69.9,Charter,893368
97707167,Alison Scott,9th,Sullivan High School,87.7,49,Public,961125
125447962,Rodney Montoya,11th,Dixon High School,78.8,65.6,Charter,870334
62352000,Amanda Phillips,10th,Turner High School,,61.8,Public,956438
80579140,Tyler Wilkinson,10th,Green High School,61.7,64.5,Charter,832670
29346389,Michelle Vargas,12th,Green High School,60.3,35.7,Charter,832670
11138893,Joseph Heath,11th,Montgomery High School,,55.2,Charter,893368
98008263,Jason Cohen,9th,Sullivan High School,55.1,74.9,Public,961125
59540977,Chad Taylor,11th,Bowers High School,,31.3,Public,848324
25874800,Jacob Wilson,12th,Bowers High School,,52.1,Public,848324
110792240,Edward Burns,11th,Sullivan High School,74.9,82.9,Public,961125
91704506,Caroline Hahn,10th,Wagner High School,66.6,,Public,846745
112276104,Jason Rice,12th,Montgomery High School,63.7,61.7,Charter,893368
52330294,Michael Reynolds,9th,Campos High School,60.8,67.4,Public,957299
103277808,Jerry Watkins,10th,Green High School,56.8,80.7,Charter,832670
110211161,Michele Dunn,10th,Sullivan High School,78.6,,Public,961125
48076504,Danny Smith,9th,Sullivan High School,51.8,43,Public,961125
98245178,Richard Parks,10th,Turner High School,82.5,90.3,Public,956438
18425376,Autumn Adams,12th,Montgomery High School,79.9,44.2,Charter,893368
24857873,Natasha Farmer,9th,Green High School,71.4,57.3,Charter,832670
61054448,Lacey Martinez,12th,Dixon High School,,47.9,Charter,870334
55425067,Amy Yu,11th,Richard High School,50.2,,Charter,889699
129053653,Jacob Monroe,11th,Odonnell High School,,60.5,Public,959474
87272246,Catherine Sanders,9th,Silva High School,49.4,96.9,Public,991918
72695647,Marcus Lee,10th,Fisher High School,65.3,56.6,Public,817615
92298228,Angelica Mcdonald,12th,Montgomery High School,48.8,58.7,Charter,893368
26195986,Maria Stark,11th,Dixon High School,85.7,74.6,Charter,870334
65462803,Andrew Ramirez,10th,Turner High School,97.1,72.6,Public,956438
94086315,Judith Carrillo,10th,Montgomery High School,54.6,,Charter,893368
114629238,Alexander Mitchell,12th,Bowers High School,81.2,75.8,Public,848324
42340948,Sarah Kim,9th,Sullivan High School,97.1,47.4,Public,961125
30500415,Isabel Campos,12th,Richard High School,54.9,37,Charter,889699
54747160,Katelyn Reeves,9th,Woods High School,78.5,70.4,Public,912243
30022621,David Smith,10th,Dixon High School,78.2,84.6,Charter,870334
121329424,Katelyn Lane,12th,Bowers High School,72.5,62.5,Public,848324
34126332,Robert Johnson,9th,Woods High School,81.5,73.8,Public,912243
112535230,Sara Jones,9th,Green High School,64.3,66.6,Charter,832670
82698278,William Campbell,9th,Dixon High School,68,75.9,Charter,870334
87137501,Mark Kaufman,11th,Bowers High School,95.4,48.2,Public,848324
33418698,Jessica West,9th,Dixon High School,65,74.5,Charter,870334
38042878,Amanda Orozco,9th,Campos High School,63.9,61.2,Public,957299
14822151,Tony Mosley,9th,Woods High School,68.5,75,Public,912243
64680314,Christopher Baldwin,11th,Turner High School,51.9,37.4,Public,956438
117079445,Melissa Kelly,10th,Richard High School,69.1,55.2,Charter,889699
21574735,Jamie Keller,11th,Dixon High School,88.7,84.2,Charter,870334
125760898,Veronica Howard,10th,Green High School,66.9,62.3,Charter,832670
90712256,Heather Mcdaniel,12th,Odonnell High School,55.8,68.8,Public,959474
57878780,David Cook,11th,Richard High School,53,73.4,Charter,889699
17485126,Nathan Jones,10th,Turner High School,83,78.8,Public,956438
55980502,Brandon Watts,9th,Sullivan High School,86.1,84.2,Public,961125
40956509,Gerald Ward,12th,Montgomery High School,73,82.3,Charter,893368
121226093,William Walker,10th,Wagner High School,77.2,56.9,Public,846745
11118444,Tracy Carrillo,11th,Green High School,70.5,57.6,Charter,832670
125894117,Ebony Murray,9th,Dixon High School,70.4,72,Charter,870334
75386461,Cynthia Johnson,9th,Dixon High School,97.2,63.9,Charter,870334
58185951,Jordan Frost,9th,Green High School,67,69.1,Charter,832670
86479778,Stephanie Chapman,12th,Dixon High School,86.3,55.5,Charter,870334
13386148,Robert Gonzalez III,10th,Wagner High School,,72.7,Public,846745
49630046,Thomas Brown,10th,Dixon High School,80.1,61.7,Charter,870334
13177399,Lauren Clements,9th,Dixon High School,26,72.5,Charter,870334
14692174,Brittany Parker,9th,Richard High School,85.2,74,Charter,889699
96033926,Jeremy Smith,11th,Richard High School,62.8,85,Charter,889699
58869057,Robin Davis,12th,Montgomery High School,65,64.7,Charter,893368
69810228,Jonathan Atkins,11th,Montgomery High School,79.5,82.9,Charter,893368
30033157,Charles Oneill,12th,Woods High School,90.8,44.4,Public,912243
121875541,Charles Fowler,9th,Dixon High School,56.3,59.4,Charter,870334
16581717,Jeffrey Ward,9th,Montgomery High School,82.6,53.9,Charter,893368
94708813,Sarah Black,9th,Green High School,71.3,86.6,Charter,832670
129266246,Anne Zhang,11th,Green High School,95.7,55.2,Charter,832670
84430447,Allen Sutton,12th,Montgomery High School,62.5,,Charter,893368
81888982,William Walton,12th,Bowers High School,81.3,10.2,Public,848324
31299521,Jeffrey Cameron,11th,Sullivan High School,92.2,67,Public,961125
94578302,Katelyn Kelly,11th,Bowers High School,94.8,73.8,Public,848324
30688269,Christopher Wheeler,12th,Bowers High School,83.9,,Public,848324
34880856,Hannah Joseph,12th,Green High School,85.4,66.6,Charter,832670
106914359,Tom Warren,11th,Odonnell High School,89.5,68.6,Public,959474
53224862,Brittany Lopez,9th,Wagner High School,91.9,57,Public,846745
66164139,Melissa Lloyd,10th,Green High School,59.3,63.6,Charter,832670
29762251,Stanley Fitzpatrick,11th,Odonnell High School,75.9,52.3,Public,959474
33090207,Ashley Brown,11th,Turner High School,85,32.9,Public,956438
92184743,Paul Hodge,11th,Green High School,66.1,38.2,Charter,832670
94082717,Rachel Cole,10th,Dixon High School,68.5,74.2,Charter,870334
59018315,Nicole Wang,12th,Silva High School,60.2,76.9,Public,991918
102625105,Jane Steele,9th,Wagner High School,79.1,40.5,Public,846745
30463468,Paige Carter,11th,Montgomery High School,84.3,69.1,Charter,893368
27970265,Nicholas Garza,12th,Woods High School,67.3,87,Public,912243
62964621,Mark Contreras,9th,Chang High School,41,43.4,Charter,840132
115150450,Carlos Burton,10th,Silva High School,87.3,62.4,Public,991918
73714459,Lori Stuart,9th,Green High School,80.6,83.7,Charter,832670
118556747,Joseph Hudson,12th,Odonnell High School,60.2,55.7,Public,959474
48032276,Brett Douglas,10th,Green High School,54.6,63.3,Charter,832670
124425943,James Lewis,11th,Montgomery High School,94.8,67.8,Charter,893368
70689312,Alison Lopez,9th,Dixon High School,55.1,79.4,Charter,870334
39568500,Robert Johnson,12th,Dixon High School,100,73.9,Charter,870334
101678577,Kenneth Mcdonald,9th,Sullivan High School,,64.4,Public,961125
105628015,Amber Walsh,11th,Montgomery High School,,67.4,Charter,893368
51780609,Vincent Robinson,11th,Green High School,85.1,62.2,Charter,832670
89567056,Katelyn Gill,10th,Wagner High School,81.1,77.2,Public,846745
41414587,Catherine Brock,12th,Richard High School,94.4,30.2,Charter,889699
94423761,Jared Chavez,9th,Richard High School,72.7,76.5,Charter,889699
27069273,Michael Brennan,9th,Sullivan High School,43.6,60,Public,961125
109138488,Melanie Robinson,11th,Campbell High School,90,50.7,Charter,960726
37289218,John Hernandez,9th,Silva High School,58,79.9,Public,991918
34676688,Melissa Short,11th,Dixon High School,84.4,92.2,Charter,870334
68931535,Curtis Peters,10th,Campbell High School,75.1,,Charter,960726
97767880,Denise Delgado,9th,Sullivan High School,54.6,71.3,Public,961125
87005688,Shannon Mathis,9th,Dixon High School,87.8,85.3,Charter,870334
117598201,Robert Roy,10th,Montgomery High School,69.8,58.4,Charter,893368
86105893,Dylan Gallegos,10th,Turner High School,62.8,73.5,Public,956438
127454791,Devin Clark,9th,Green High School,73.2,,Charter,832670
128793684,Gabriel Pearson,12th,Wagner High School,80.6,53.4,Public,846745
72489280,Aaron Anderson,12th,Wagner High School,87.6,73.9,Public,846745
43021363,Amy Wilson,9th,Woods High School,51.4,48.5,Public,912243
16920491,Lori Chavez,9th,Sullivan High School,62.7,45.5,Public,961125
40862305,Marcus Henderson,10th,Dixon High School,56.2,72.5,Charter,870334
111950816,Christopher Lewis,10th,Green High School,92.5,77.9,Charter,832670
75261489,Vincent Shaw,9th,Sullivan High School,54.5,36.5,Public,961125
88140319,Alexis Arnold,12th,Fisher High School,72,71.9,Public,817615
58773790,William Morales,11th,Richard High School,40.5,79.4,Charter,889699
11005191,Jody Brooks,10th,Green High School,69.4,59.3,Charter,832670
97107288,Jonathan Drake,9th,Dixon High School,83.9,52.3,Charter,870334
57180083,Joel Mejia,10th,Montgomery High School,88.2,57.8,Charter,893368
79037363,Emily Watkins,10th,Silva High School,70.7,63.6,Public,991918
117929650,Jared Gilmore,9th,Campos High School,76.1,,Public,957299
97378936,Cody Roberts,12th,Bowers High School,69,63.8,Public,848324
116737490,Amy Smith,9th,Woods High School,24.9,60.2,Public,912243
41245112,Eric Casey,12th,Fisher High School,58.5,69.4,Public,817615
52358250,Latoya Contreras,10th,Montgomery High School,65.4,50.9,Charter,893368
28421755,Melissa Wolfe,12th,Wagner High School,85,57.1,Public,846745
69168860,William Molina,12th,Montgomery High School,69.3,77.1,Charter,893368
38600443,Zachary Bell,12th,Campos High School,83.7,76.3,Public,957299
109204710,Alexander Phillips,11th,Bowers High School,85.3,52.7,Public,848324
16696246,Barry Crawford,9th,Silva High School,68.6,86.3,Public,991918
123105248,Karina Perez,12th,Woods High School,71.7,84,Public,912243
75280910,Kevin Owens,11th,Sullivan High School,62.2,78.4,Public,961125
39298511,Lisa Burton,10th,Wagner High School,72.4,,Public,846745
67492981,Katelyn Tucker,12th,Dixon High School,,42.6,Charter,870334
41233742,Jason Kennedy,11th,Chang High School,75.7,77.7,Charter,840132
84012894,Steve Gilbert,12th,Bowers High School,67.5,69.9,Public,848324
87808827,Andrew Reed,12th,Bowers High School,97.1,54.5,Public,848324
82268967,Jonathan Hunt,10th,Campbell High School,81.4,50.8,Charter,960726
11518316,David Best,11th,Woods High School,96.2,50.5,Public,912243
122733200,Robert Martin,9th,Turner High School,72.2,74.2,Public,956438
77977205,Brandon Duncan,11th,Dixon High School,69.3,67.8,Charter,870334
15972291,David Roberts,9th,Montgomery High School,70.1,60.6,Charter,893368
79290621,Alfred Ibarra,12th,Dixon High School,93.3,51.6,Charter,870334
14154997,Lance Garcia,10th,Green High School,87.5,39.7,Charter,832670
108441176,Christine Jones,10th,Montgomery High School,55.3,62.2,Charter,893368
65604991,Michael Brady,11th,Green High School,98.8,40.7,Charter,832670
62165967,Krystal Hunter,10th,Fisher High School,98,53,Public,817615
19839233,Scott Clark,12th,Bowers High School,96.5,70.1,Public,848324
61778119,Ashley Williams,9th,Turner High School,,63.7,Public,956438
51537823,Joseph Farmer,9th,Chang High School,64.4,76.1,Charter,840132
102321661,Daisy Carney,12th,Montgomery High School,77.3,75.1,Charter,893368
77008200,Kenneth Herrera,10th,Silva High School,79.6,12.2,Public,991918
27492280,Jonathan Vazquez,11th,Richard High School,76.9,81.2,Charter,889699
10799275,James Ryan,10th,Campbell High School,73,77.1,Charter,960726
120573624,Tiffany Williams,11th,Richard High School,73.8,63.4,Charter,889699
69078730,Katelyn Walker,12th,Montgomery High School,,60.3,Charter,893368
70689312,Alison Lopez,9th,Dixon High School,55.1,79.4,Charter,870334
68760599,Christina Barton,9th,Silva High School,78.8,79.8,Public,991918
110355904,Kristin Lara,9th,Turner High School,67.8,43.7,Public,956438
122303300,Gilbert Collins,10th,Turner High School,66.6,45.9,Public,956438
21841620,Jessica Nelson,9th,Dixon High School,69.7,65.8,Charter,870334
122137039,Miguel Stevens,10th,Green High School,79.6,72.2,Charter,832670
85402416,James Mcdowell,9th,Dixon High School,,82,Charter,870334
50982217,Scott Ortiz,11th,Chang High School,,67.8,Charter,840132
90368969,Elizabeth Smith,9th,Woods High School,45.9,74.2,Public,912243
81655571,Miranda Page,11th,Bowers High School,64,30.8,Public,848324
15294131,Eric Brooks,9th,Turner High School,78.9,69.7,Public,956438
41302479,James Ortega,11th,Green High School,82.2,69.9,Charter,832670
127538015,Brad Meza,10th,Silva High School,81.5,68.5,Public,991918
103618454,Shari Mckenzie,12th,Campbell High School,48.6,77.3,Charter,960726
18221512,Diana Armstrong,9th,Wagner High School,89.6,59,Public,846745
107809913,Jennifer Barrera,10th,Montgomery High School,97,73.8,Charter,893368
120596821,Rhonda Walker,10th,Turner High School,91,76.2,Public,956438
129945790,John Holden,11th,Bowers High School,87.2,59.2,Public,848324
79489034,Adam Wood,11th,Richard High School,49.3,86.7,Charter,889699
37640462,Richard Terrell,11th,Sullivan High School,77.8,73.9,Public,961125
89699209,Nicole Santos,11th,Chang High School,67.9,79.8,Charter,840132
87069747,Krystal Boyle,9th,Turner High School,67.4,59.1,Public,956438
80040705,Mary Garcia,9th,Woods High School,,64.2,Public,912243
21202159,Denise Nelson,11th,Wagner High School,93.6,80.5,Public,846745
118924162,Courtney Johnson,11th,Chang High School,91.5,48.4,Charter,840132
96073863,Whitney Howard,10th,Montgomery High School,59,75.7,Charter,893368
38417254,Michele Murray,11th,Campos High School,87,64.6,Public,957299
80712004,Lisa Palmer,10th,Woods High School,62.5,73.9,Public,912243
72291517,Nathaniel Lawrence,9th,Silva High School,84.8,66.6,Public,991918
25614905,Carlos Vargas,11th,Green High School,82.6,57.6,Charter,832670
50126442,Daniel Giles,9th,Bowers High School,43.7,60.4,Public,848324
27867501,Terry Lawson,9th,Silva High School,72.8,77,Public,991918
100077111,Charles Mcdowell,9th,Green High School,66.5,79,Charter,832670
110024662,Kari Dickson,11th,Odonnell High School,26.3,54.1,Public,959474
75452353,Jeanette Thomas,9th,Turner High School,93.1,76.3,Public,956438
57050728,Eric Aguilar,9th,Montgomery High School,34.2,91.2,Charter,893368
22276456,Kelsey Shepherd,10th,Woods High School,56.1,71.1,Public,912243
120382543,Sarah Lyons,12th,Bowers High School,93.8,,Public,848324
14220407,Brian Thompson,12th,Odonnell High School,39.8,76.5,Public,959474
110970680,Michelle Case,11th,Richard High School,54.2,78.7,Charter,889699
111754232,Erin Wong,10th,Montgomery High School,78.2,70.1,Charter,893368
76581074,Sheila Wheeler,9th,Dixon High School,87.2,67.7,Charter,870334
45452435,Joe Smith,11th,Montgomery High School,74.2,82.5,Charter,893368
92207138,Kevin Fletcher,10th,Wagner High School,61.1,59.1,Public,846745
127736228,James Webb,10th,Richard High School,58.4,45.7,Charter,889699
104364736,Jennifer Keller,12th,Dixon High School,72.9,53.3,Charter,870334
93817271,April Rogers,12th,Wagner High School,64.3,59.7,Public,846745
52287282,Monica Howe,10th,Green High School,84.9,61,Charter,832670
102511154,Amanda Aguirre,9th,Fisher High School,80,50.2,Public,817615
17504573,Melissa Barnett,10th,Campbell High School,90.2,,Charter,960726
118431590,Ashley Porter,11th,Montgomery High School,96,83.3,Charter,893368
112503563,Shaun Roman,9th,Fisher High School,99.3,79.3,Public,817615
82297514,Mary Gordon,11th,Bowers High School,84.1,52,Public,848324
49245431,Elizabeth Smith,10th,Sullivan High School,73.9,50.7,Public,961125
44555540,Joshua Adams,9th,Sullivan High School,89.1,46.8,Public,961125
112013972,Jordan Hernandez,10th,Woods High School,69.9,69.9,Public,912243
99824967,Kelsey Haynes,9th,Green High School,72.3,75.3,Charter,832670
92778890,Tammy Horton,10th,Woods High School,59.8,64.7,Public,912243
42057383,Jennifer Turner,12th,Wagner High School,60.7,48.3,Public,846745
56585566,Kristine Lyons,10th,Green High School,62.2,71.8,Charter,832670
117885671,Jared Randolph,12th,Richard High School,90.4,42,Charter,889699
68920232,Teresa Evans,11th,Montgomery High School,89.9,72.8,Charter,893368
93442073,Hannah Burke,12th,Montgomery High School,51.2,34.8,Charter,893368
77043951,Robin Wong,12th,Richard High School,92.8,48.7,Charter,889699
94328565,Benjamin Peterson,10th,Montgomery High School,53.9,64.2,Charter,893368
35647056,Madison Copeland,9th,Green High School,69.1,93.2,Charter,832670
68712932,Erin Quinn,10th,Sullivan High School,86.6,77.1,Public,961125
71538365,Nathaniel Cooper,12th,Woods High School,78.9,52.1,Public,912243
66858830,Jennifer Green,11th,Dixon High School,96.4,64.6,Charter,870334
109133373,Margaret Davies,9th,Green High School,,69.2,Charter,832670
74435601,Christina Lane,11th,Sullivan High School,81.2,91.3,Public,961125
17408268,Lori Robertson,12th,Fisher High School,,82.5,Public,817615
61959996,Alice Petersen,10th,Sullivan High School,94.9,50.2,Public,961125
31645447,Jacqueline Cabrera,9th,Green High School,78.1,74.4,Charter,832670
31722467,Tracy Mayer,10th,Silva High School,74,,Public,991918
68468846,Megan Woodard,11th,Green High School,81.9,54.8,Charter,832670
34951222,Jessica Ford,9th,Dixon High School,95.4,81.7,Charter,870334
41146156,Amanda Stokes,10th,Wagner High School,59.4,69.6,Public,846745
84532895,Heather Alvarez,10th,Montgomery High School,44.9,32.7,Charter,893368
52492828,Angela Miller,10th,Fisher High School,69.6,63.1,Public,817615
129516844,Jason Taylor,9th,Chang High School,59.5,68.4,Charter,840132
119714614,Kari Fuller,10th,Wagner High School,59,60.8,Public,846745
46814412,Tiffany Ortiz,10th,Green High School,66.1,,Charter,832670
128031511,Michael Bryant,11th,Montgomery High School,95.8,80.2,Charter,893368
16100156,Annette Gordon,10th,Dixon High School,69.6,69.5,Charter,870334
67133512,Patrick Larson,11th,Silva High School,75.4,57.9,Public,991918
96412217,Brett Bennett,12th,Montgomery High School,68.4,73,Charter,893368
113027802,George Velazquez,9th,Campos High School,72,58.7,Public,957299
18964743,Miranda Rich,11th,Green High School,71.6,65,Charter,832670
21666012,Monica Wells,11th,Turner High School,71,62.3,Public,956438
116665627,James Davis,10th,Green High School,66.6,67.4,Charter,832670
35550813,Timothy Gentry,11th,Green High School,80.6,76,Charter,832670
113381292,David Jones,12th,Silva High School,,94.6,Public,991918
11330840,Heather Ramos,11th,Sullivan High School,67.4,77.8,Public,961125
112037165,Kenneth Bennett,10th,Turner High School,85.6,97.3,Public,956438
73118055,Mark White,10th,Wagner High School,67.2,91.7,Public,846745
72538704,Rachel Alexander,10th,Dixon High School,82.1,63.6,Charter,870334
41503728,Marissa Hayes,10th,Turner High School,,41.8,Public,956438
60657545,Lauren Williams,10th,Woods High School,,94.5,Public,912243
67641240,Sandra Walters,9th,Campos High School,60,75.8,Public,957299
78917921,Daniel Murray,10th,Turner High School,72.1,56.6,Public,956438
129919344,Alex Hendricks,10th,Montgomery High School,,69.2,Charter,893368
12037689,Emily Thomas,10th,Montgomery High School,53.2,22.2,Charter,893368
20571755,Stephanie Wheeler,12th,Wagner High School,98.1,67.5,Public,846745
111569508,Courtney Cortez,10th,Campos High School,62.5,82.7,Public,957299
79172710,Mark Robinson,9th,Campos High School,61.6,,Public,957299
63152843,Brittany Smith,12th,Dixon High School,80.3,41.7,Charter,870334
37215033,Michael Ramirez,9th,Bowers High School,40.9,33.2,Public,848324
111476086,Austin Hunter,12th,Wagner High School,98.7,47.6,Public,846745
109565200,Haley Smith,10th,Green High School,75.9,85.7,Charter,832670
103636083,Heather Wilson,12th,Bowers High School,60.3,21.2,Public,848324
16889969,Gina Gonzalez,9th,Wagner High School,37.4,79.1,Public,846745
47817984,Nathan Rodriguez,12th,Montgomery High School,,74.5,Charter,893368
86635949,Rebecca Walls,10th,Fisher High School,88.5,53.2,Public,817615
21088166,Todd Gamble,10th,Wagner High School,77.1,48.9,Public,846745
50404067,Alec Garcia,11th,Bowers High School,61.7,49.3,Public,848324
74400568,Hannah Dixon,9th,Sullivan High School,70.5,68.4,Public,961125
14215807,Jason White,11th,Fisher High School,19.6,72.5,Public,817615
73995359,David Warner,11th,Montgomery High School,86.9,67.9,Charter,893368
103380452,Sherry Gaines,9th,Campbell High School,83.4,64,Charter,960726
58077276,Jesse Hayes,9th,Dixon High School,88.6,58.4,Charter,870334
110155913,Margaret Gray,10th,Richard High School,68.8,75.4,Charter,889699
81687808,Stephanie Rodriguez,10th,Dixon High School,68.9,58.8,Charter,870334
124673740,Sarah Perry,9th,Green High School,71.5,77.7,Charter,832670
49542804,Alexander Brooks,10th,Dixon High School,55.4,89.4,Charter,870334
17987682,Michele Sanchez,9th,Richard High School,74.4,47.3,Charter,889699
18576966,Douglas Moore,10th,Wagner High School,84.7,67.2,Public,846745
115833997,Gina King,10th,Wagner High School,,75,Public,846745
25261853,Michael Riley,12th,Bowers High School,83.4,80.9,Public,848324
63718177,Susan Bullock,11th,Bowers High School,,57.6,Public,848324
113397943,John Anderson,12th,Bowers High School,77.8,62,Public,848324
104341186,Justin Martinez,9th,Turner High School,71.5,83.6,Public,956438
22083160,Jessica Myers,12th,Wagner High School,99.8,,Public,846745
50052532,Amanda Brown,10th,Green High School,71.8,71.7,Charter,832670
46462725,Leslie Ortiz,10th,Wagner High School,75.8,67.4,Public,846745
81853548,Mary Love,11th,Wagner High School,80,65.5,Public,846745
56030121,Daniel Long,9th,Green High School,67.3,81.4,Charter,832670
92356898,Andrew Wright,11th,Montgomery High School,66.2,73.6,Charter,893368
16870444,Alexander Smith,9th,Silva High School,63.8,79.2,Public,991918
13367688,Jordan Glenn,9th,Montgomery High School,84.3,85.3,Charter,893368
90497173,Elizabeth Sanders,9th,Wagner High School,88.7,71.5,Public,846745
46647032,Pamela Holland,10th,Campos High School,64.9,96.1,Public,957299
65808331,Dawn Spears,10th,Turner High School,99.2,59.5,Public,956438
69190469,Robin Barnes,9th,Silva High School,56.4,51.8,Public,991918
13402789,Anthony Thomas,10th,Fisher High School,86,85.6,Public,817615
94706307,Jeff Gentry,9th,Woods High School,,72.1,Public,912243
100739103,Matthew Ramos,10th,Sullivan High School,73,63.8,Public,961125
20626943,Bethany Hudson,10th,Montgomery High School,78,90.1,Charter,893368
108313233,Natasha Oconnell,10th,Montgomery High School,59.9,46.1,Charter,893368
100303270,Laura Warner,9th,Sullivan High School,49.7,60.1,Public,961125
125353124,Megan Ramirez,9th,Dixon High School,83.5,68.3,Charter,870334
33781901,Ashley Sims,10th,Fisher High School,93.4,46.5,Public,817615
128158559,Julie Estrada,11th,Dixon High School,90.4,78.9,Charter,870334
71693491,Dominique Summers,9th,Wagner High School,75.3,39.3,Public,846745
38686357,Cassandra Baker,9th,Dixon High School,70.9,70.3,Charter,870334
67706321,Crystal Roberts,12th,Dixon High School,,46.8,Charter,870334
13976532,Dorothy Doyle,10th,Silva High School,65.4,82.9,Public,991918
55749811,Renee Jordan,11th,Montgomery High School,74.7,79.8,Charter,893368
97966979,Victoria Jacobs,12th,Fisher High School,67.6,97.9,Public,817615
30496532,Catherine Howard,11th,Campbell High School,56.5,48.1,Charter,960726
103940083,Dustin Taylor Jr.,10th,Montgomery High School,72.9,63.7,Charter,893368
91497169,Todd Nunez,11th,Bowers High School,94.1,52.4,Public,848324
70026771,Jimmy Parker,12th,Silva High School,34.4,20.2,Public,991918
61996195,Theresa Black,12th,Bowers High School,77.2,56.7,Public,848324
50571990,Anthony Franco,9th,Campbell High School,75.3,59,Charter,960726
60999449,Michael Taylor,12th,Wagner High School,75,,Public,846745
63552223,Ashley Blackwell,11th,Green High School,57.8,26.5,Charter,832670
109365015,Mark Palmer,11th,Dixon High School,95,78.4,Charter,870334
113713349,John Erickson,10th,Wagner High School,48.2,96.2,Public,846745
125278788,Mary Rodriguez,10th,Turner High School,86.4,83.6,Public,956438
120551691,Donna Johnson,11th,Wagner High School,67.7,79.4,Public,846745
61401334,Lisa Sherman,11th,Green High School,96.7,68.6,Charter,832670
93258733,Carol Harris,11th,Bowers High School,,54.2,Public,848324
96062201,Philip Lee,11th,Dixon High School,88.1,87.2,Charter,870334
60480699,Rose Kennedy,10th,Turner High School,66.9,35.6,Public,956438
19973856,Dennis Perry,11th,Green High School,83.3,46,Charter,832670
50535651,Kevin Rogers,11th,Green High School,,64.4,Charter,832670
48672393,Christopher Pierce,10th,Fisher High School,84,49.6,Public,817615
66494935,Benjamin Quinn,9th,Wagner High School,92,61.6,Public,846745
66154929,Samantha Carney,11th,Silva High School,48.8,83.1,Public,991918
114221830,Heather Smith,12th,Woods High School,83.4,62,Public,912243
121850430,Jennifer Austin,9th,Sullivan High School,43.1,,Public,961125
34312285,Matthew Baker,11th,Montgomery High School,97,65.5,Charter,893368
22419284,Sean Johnson,10th,Fisher High School,43,51.6,Public,817615
30144088,Carolyn Herrera,9th,Campbell High School,57.3,59.5,Charter,960726
44846453,Richard Watts,12th,Bowers High School,72.9,51.3,Public,848324
91805803,Anthony Blair,11th,Montgomery High School,81.5,68.9,Charter,893368
88139799,Joel Wright,11th,Montgomery High School,91.2,62.4,Charter,893368
121036160,Ann King,10th,Turner High School,87.2,54.5,Public,956438
33751999,Tommy Reeves,12th,Woods High School,83.1,43.2,Public,912243
16182763,Lisa Barber,9th,Chang High School,50.7,64.8,Charter,840132
82039251,Charles Martinez,11th,Montgomery High School,89.5,57.5,Charter,893368
50083417,William Brown,11th,Green High School,86.4,60,Charter,832670
31854432,Juan Blackburn,12th,Odonnell High School,62.4,81.6,Public,959474
22719625,Karen Dixon,9th,Campbell High School,46.3,58.4,Charter,960726
102275717,Elijah Lam,10th,Turner High School,67.3,47.3,Public,956438
28428554,Victoria Bennett,12th,Montgomery High School,42.8,55.3,Charter,893368
74087172,Nicholas Oconnell,9th,Campos High School,71.8,35,Public,957299
108018826,Lisa Stout,11th,Sullivan High School,47.5,,Public,961125
